Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Attività (product.metafields.shopify.activity),Età (product.metafields.shopify.age-group),Stile dello stivale (product.metafields.shopify.boot-style),Istruzioni per la cura (product.metafields.shopify.care-instructions),Tipo di chiusura (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Materiale per calzature (product.metafields.shopify.footwear-material),Tipo di altezza del tacco (product.metafields.shopify.heel-height-type),Stile dell’occasione (product.metafields.shopify.occasion-style),Funzionalità della scarpa (product.metafields.shopify.shoe-features),Vestibilità della scarpa (product.metafields.shopify.shoe-fit),Numero di scarpa (product.metafields.shopify.shoe-size),Stile pantofola (product.metafields.shopify.slipper-style),Stile scarpa da ginnastica (product.metafields.shopify.sneaker-style),Genere di destinazione (product.metafields.shopify.target-gender),Punta della scarpa (product.metafields.shopify.toe-style),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
air-force-1-custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/8027/9414/files/5A85C1FB-5893-4B87-AE3C-2B08EE89221E.jpg?v=1769297148,11,"",,,,,,,,,,,,,,,,,,,,,,,,
air-force-1-custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/8027/9414/files/BECAE5A8-C350-442A-BF63-B78901AE81BF.jpg?v=1769255296,12,"",,,,,,,,,,,,,,,,,,,,,,,,
labubu-pin-for-love-pop-mart,Labubu Pin For Love Pop Mart,"<p>Peluche Labubu della collezione Pop Mart.</p><p>Collezione disponibile dalla lettera A alla lettera M.</p><p>Prodotto originale Pop Mart di alta qualità, perfetto per collezionisti e appassionati.</p>",Shoes&clothing_reselling,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures","",collezionabili,true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,35.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0970/8027/9414/files/FullSizeRender_54079fd9-6eb3-457c-b5a5-05d9785a40a8.jpg?v=1769496963,1,"",false,Labubu Pop Mart - Peluche Collezione A-M,Peluche Labubu originale Pop Mart. Collezione dalla lettera A alla M. Prodotto di qualità per collezionisti.,,,,,,,,,,,,,,,,,,kg,,,active
nike-hot-step-2-drake-nocta-white,Nike Hot Step 2 Drake NOCTA White,"<p>Nike Hot Step 2 Drake NOCTA White - Sneaker esclusiva della collezione NOCTA by Drake. Design premium con dettagli distintivi e qualità Nike.</p>
<p><span>Perfette per ogni occasione, le </span><strong data-start=""1050"" data-end=""1076"">Hot Step 2 NOCTA White</strong><span> rappresentano un equilibrio tra </span><strong data-start=""1109"" data-end=""1138"">minimalismo e performance</strong><span>, diventando un must-have per sneakerhead e amanti dello streetwear contemporaneo.</span></p>
<ul>
<li data-start=""1226"" data-end=""1246""><strong data-start=""1226"" data-end=""1244"">100% Autentico</strong></li>
<li data-start=""1249"" data-end=""1272"">
<strong data-start=""1249"" data-end=""1264"">Condizioni:</strong><span> </span>Nuovo</li>
<li data-start=""1275"" data-end=""1302"">
<strong data-start=""1275"" data-end=""1291"">Vestibilità:</strong><span> </span>Regolare</li>
<li data-start=""1305"" data-end=""1326"">
<strong data-start=""1305"" data-end=""1313"">SKU:</strong><span> </span>DZ7293-100</li>
<li data-start=""1329"" data-end=""1364"">
<strong data-start=""1329"" data-end=""1350"">Data di uscita:</strong><span> </span>Maggio 2024</li>
<li data-start=""1367"" data-end=""1415"">
<strong data-start=""1367"" data-end=""1380"">Colorway:</strong><span> </span>White / Chrome / University Gold</li>
<li data-start=""1418"" data-end=""1438"">
<strong data-start=""1418"" data-end=""1429"">Colore:</strong><span> </span>Bianco</li>
</ul>",Shoes&clothing_reselling,Apparel & Accessories > Shoes > Sneakers,Sneakers,"""sneakers"", Drake, Nike, NOCTA, sneakers uomo, “sneakers donna”",true,TAGLIA,36,,,,,,,,,0.0,shopify,deny,manual,432.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/NikeHotStep2DrakeNOCTAWhite.webp?v=1769369811,1,"",false,Nike Hot Step 2 Drake NOCTA White - Sneaker Esclusiva,Acquista le Nike Hot Step 2 Drake NOCTA White. Sneaker esclusiva della collezione NOCTA by Drake. Disponibili in tutte le taglie dal 36 al 47.,universale,adulti,,,allaccio,bianco,mesh; sintetico,piatto,casual,con-imbottitura; design-traspirante; leggero,regular,42; 36; 37-5; 38; 38-5; 39; 40; 40-5; 41; 42-5; 43; 44; 44-5; 45; 45-5; 46; 47,,atletico; in-basso,unisex,rotondo,,kg,,360.00,active
nike-hot-step-2-drake-nocta-white,,,,,,,,,37.5,,,,,,,,,0.0,shopify,deny,manual,534.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/NikeHotStep2DrakeNOCTAWhite1.webp?v=1769369810,2,"",,,,,,,,,,,,,,,,,,,,,kg,,445.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,38,,,,,,,,,0.0,shopify,deny,manual,594.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/NikeHotStep2DrakeNOCTAWhite2.webp?v=1769369811,3,"",,,,,,,,,,,,,,,,,,,,,kg,,495.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,38.5,,,,,,,,,0.0,shopify,deny,manual,534.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/NikeHotStep2DrakeNOCTAWhite3.webp?v=1769369811,4,"",,,,,,,,,,,,,,,,,,,,,kg,,445.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,39,,,,,,,,,0.0,shopify,deny,manual,528.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/NikeHotStep2DrakeNOCTAWhite4.webp?v=1769369811,5,"",,,,,,,,,,,,,,,,,,,,,kg,,440.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,40,,,,,,,,,0.0,shopify,deny,manual,864.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/NikeHotStep2DrakeNOCTAWhite5.webp?v=1769369811,6,"",,,,,,,,,,,,,,,,,,,,,kg,,720.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,40.5,,,,,,,,,0.0,shopify,deny,manual,756.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/NikeHotStep2DrakeNOCTAWhite6.webp?v=1769369810,7,"",,,,,,,,,,,,,,,,,,,,,kg,,630.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,41,,,,,,,,,0.0,shopify,deny,manual,875.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,728.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,42,,,,,,,,,0.0,shopify,deny,manual,657.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,548.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,42.5,,,,,,,,,0.0,shopify,deny,manual,733.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,611.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,43,,,,,,,,,0.0,shopify,deny,manual,625.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,521.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,44,,,,,,,,,0.0,shopify,deny,manual,700.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,584.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,44.5,,,,,,,,,0.0,shopify,deny,manual,765.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,638.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,45,,,,,,,,,0.0,shopify,deny,manual,648.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,540.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,45.5,,,,,,,,,0.0,shopify,deny,manual,875.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,728.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,46,,,,,,,,,0.0,shopify,deny,manual,898.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,665.00,
nike-hot-step-2-drake-nocta-white,,,,,,,,,47,,,,,,,,,0.0,shopify,deny,manual,805.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,656.00,
nike-dunk-high-gs-electro-purple-midnight-navy,Nike Dunk High (GS) Electro Purple Midnight Navy,"<p><span>Sneaker high-top dallo stile deciso, pensata per chi ama distinguersi. La tomaia combina pannelli in pelle bianca con inserti in Electro Purple e Midnight Navy, creando un contrasto elegante e moderno. Comfort garantito dalla suola in gomma resistente e dalla calzata stabile, ideale per l’uso quotidiano e per completare outfit streetwear.</span></p>
<p> </p>
<p><span>Perfetta per giovani sneakerhead e collezionisti.</span></p>
<p><span>Autentica. Iconica. Sempre attuale.</span></p>",Shoes&clothing_reselling,Apparel & Accessories > Shoes > Sneakers,Sneakers,"""sneakers"", Nike, Sneakers&shoes Donna, “sneakers donna”",true,Numero di scarpa,36,product.metafields.shopify.shoe-size,,,,,,,,0.0,shopify,deny,manual,80.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0970/8027/9414/files/FullSizeRender.jpg?v=1769459002,1,"",false,,,universale,bambini; adolescenti,,,allaccio,bianco; blu-navy,pelle; gomma,piatto,casual,con-imbottitura; leggero,,36; 38; 39,,in-cima,unisex,rotondo,,kg,,,active
nike-dunk-high-gs-electro-purple-midnight-navy,,,,,,,,,38,,,,,,,,,0.0,shopify,deny,manual,80.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0970/8027/9414/files/FullSizeRender_43089c90-bda0-4505-b8d8-680e761ba4c3.jpg?v=1769459026,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
nike-dunk-high-gs-electro-purple-midnight-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/8027/9414/files/FullSizeRender_12001ab7-5ba7-49e3-a419-c46db46f5e6a.jpg?v=1769459046,3,"",,,,,,,,,,,,,,,,,,,,,,,,
nike-dunk-high-gs-electro-purple-midnight-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/8027/9414/files/FullSizeRender_4dbd33e6-e741-4d19-9ee1-f52b9ee45d75.jpg?v=1769459053,4,"",,,,,,,,,,,,,,,,,,,,,,,,
jordan-4-tex-denim-word-blue,JORDAN 4 TEX DENIM WORD BLUE,"<p><span>Air Jordan 4 TEX Denim Worn Blue</span></p>
<p> </p>
<p><span>Le Air Jordan 4 TEX Denim Worn Blue segnano una nuova interpretazione della celebre silhouette Jordan, dove stile streetwear, ispirazione denim e cura artigianale si fondono in un design unico. Questa edizione, realizzata in taglie da donna, reimmagina l’iconica AJ4 con un’estetica contemporanea che unisce carattere casual ed eleganza urbana.</span></p>
<p> </p>
<p><span>La tomaia è costruita con diversi lavaggi di denim nelle tonalità Worn Blue, alternando sfumature chiare e scure per creare un effetto vissuto e autentico. Le cuciture a vista e le finiture leggermente sbiadite donano profondità al design, richiamando il fascino del jeans vintage. I pannelli laterali in rete, le ali di supporto e i lace dubrae dorati completano il look, bilanciando robustezza e dettagli raffinati.</span></p>
<p> </p>
<p><span>La suola in gomma Gum Light Brown aggiunge un tocco rétro e assicura trazione e resistenza, mentre l’intersuola color Sail con unità Air visibile garantisce comfort e ammortizzazione ideali per l’uso quotidiano. Le Air Jordan 4 Denim Worn Blue rappresentano un perfetto equilibrio tra heritage e modernità, diventando una scelta ideale per collezionisti e amanti della moda.</span></p>
<p> </p>
<p><span>Dettagli prodotto</span></p>
<p> </p>
<ul>
<li><span>100% Autentico</span></li>
<li><span>Condizioni: Nuovo</span></li>
<li><span>Vestibilità: leggermente stretta (consigliata mezza taglia in più)</span></li>
<li><span>SKU: IB6716-100</span></li>
<li><span>Data di uscita: Agosto 2025</span></li>
<li><span>Colorway: Sail / Gum Light Brown / Worn Blue / Sail / Metallic Gold</span></li>
<li><span>Colore: Blu / Beige / Oro</span></li>
</ul>
<p> </p>",Shoes&clothing_reselling,Apparel & Accessories > Shoes > Sneakers,Sneakers,"""sneakers"", Sneakers&shoes Donna, “sneakers donna”",true,taglie,35.5,,,,,,,,,0.0,shopify,deny,manual,258.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/96F7A51D-D912-40DF-8E9D-9C6EBBCB2B96.jpg?v=1769490921,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
jordan-4-tex-denim-word-blue,,,,,,,,,36,,,,,,,,,0.0,shopify,deny,manual,247.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/86EF2742-2453-4903-B2ED-13D414A044DD.png?v=1769492854,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,36.5,,,,,,,,,0.0,shopify,deny,manual,258.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/CA1D5387-0D32-4990-9492-9F0741460D45.png?v=1769492871,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,37.5,,,,,,,,,0.0,shopify,deny,manual,236.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/84A5F221-4804-49C9-83AD-B61801835BEE.png?v=1769492889,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,38,,,,,,,,,0.0,shopify,deny,manual,258.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/06734156-3F63-48EA-AD14-4FDA3A44E594.png?v=1769492905,5,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,38.5,,,,,,,,,0.0,shopify,deny,manual,268.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/E7940A97-DE75-4B2A-B079-C1FB2889BC62.png?v=1769492920,6,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,39,,,,,,,,,0.0,shopify,deny,manual,279.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/D316AEC5-FAF3-44E7-83ED-86F527B50DC9.png?v=1769492938,7,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,40,,,,,,,,,0.0,shopify,deny,manual,279.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/42F253CD-0F15-4958-A04E-A25E0CDD4D31.png?v=1769492957,8,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,40.5,,,,,,,,,0.0,shopify,deny,manual,268.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/EBAFA11A-7C30-4DE7-BA36-7B8B60BBDCAF.png?v=1769492972,9,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,41,,,,,,,,,0.0,shopify,deny,manual,258.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,42,,,,,,,,,0.0,shopify,deny,manual,215.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,42.5,,,,,,,,,0.0,shopify,deny,manual,247.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,43,,,,,,,,,0.0,shopify,deny,manual,236.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,44,,,,,,,,,0.0,shopify,deny,manual,236.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-tex-denim-word-blue,,,,,,,,,44.5,,,,,,,,,0.0,shopify,deny,manual,236.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,NIKE HOT STEP 2 DRAKE NOCTA ORANGE,"<p data-start=""182"" data-end=""586"">Le <strong data-start=""185"" data-end=""223"">Nike Hot Step 2 NOCTA Total Orange</strong>nascono dalla collaborazione tra <strong data-start=""257"" data-end=""265"">Nike</strong> e <strong data-start=""268"" data-end=""277"">Drake</strong>, una partnership che continua a ridefinire i confini tra streetwear e performance. Presentata durante il tour <em data-start=""388"" data-end=""407"">“It’s All a Blur”</em>, questa colorazione Total Orange cattura immediatamente l’attenzione per la sua energia e la sua personalità audace, diventando una delle varianti più vivaci della linea NOCTA.</p>
<p data-start=""588"" data-end=""1063"">La tomaia combina <strong data-start=""606"" data-end=""645"">materiali in maglia e pelle premium</strong>, offrendo resistenza e comfort, mentre le <strong data-start=""688"" data-end=""706"">linee ondulate</strong> donano al design un aspetto dinamico e distintivo. L’<strong data-start=""760"" data-end=""794"">unità Air visibile nel tallone</strong>, ispirata all’eredità Air Max, garantisce ammortizzazione e stabilità, rendendo la sneaker perfetta per un utilizzo quotidiano. Gli <strong data-start=""927"" data-end=""950"">accenti riflettenti</strong> su tallone e lato completano il look con un tocco futuristico che amplifica l’impatto visivo della silhouette.</p>
<p data-start=""1065"" data-end=""1247"">Le <strong data-start=""1068"" data-end=""1095"">Hot Step 2 Total Orange</strong> incarnano perfettamente lo stile di Drake e l’identità NOCTA: una sneaker moderna, accattivante e costruita per distinguersi in ogni contesto urbano.</p>
<ul>
<li data-start=""1251"" data-end=""1271""><strong data-start=""1251"" data-end=""1269"">100% Autentico</strong></li>
<li data-start=""1274"" data-end=""1297"">
<strong data-start=""1274"" data-end=""1289"">Condizioni:</strong> Nuovo</li>
<li data-start=""1300"" data-end=""1327"">
<strong data-start=""1300"" data-end=""1316"">Vestibilità:</strong> Regolare</li>
<li data-start=""1330"" data-end=""1351"">
<strong data-start=""1330"" data-end=""1338"">SKU:</strong> DZ7293-800</li>
<li data-start=""1354"" data-end=""1389"">
<strong data-start=""1354"" data-end=""1375"">Data di uscita:</strong> Aprile 2024</li>
<li data-start=""1392"" data-end=""1447"">
<strong data-start=""1392"" data-end=""1405"">Colorway:</strong> Total Orange / University Gold / Chrome</li>
<li data-start=""1450"" data-end=""1473"">
<strong data-start=""1450"" data-end=""1461"">Colore:</strong> Arancione</li>
</ul>",Shoes&clothing_reselling,Apparel & Accessories > Shoes > Sneakers,Sneakers,"""sneakers"", Drake, Nike, NOCTA, sneakers uomo",true,taglie,35.5,,,,,,,,,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/BA64F274-A044-4241-9B97-61DE2FD177E5.jpg?v=1769490949,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nike-hot-step-2-drake-nocta-orange,,,,,,,,,36.5,,,,,,,,,0.0,shopify,deny,manual,658.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/1E479DE4-A8C3-439F-ACC1-E8424E3F0D42.jpg?v=1769490950,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,37.5,,,,,,,,,0.0,shopify,deny,manual,388.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/932345DF-AC53-4EC6-8F01-42EE8B753398.jpg?v=1769490949,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,38,,,,,,,,,0.0,shopify,deny,manual,485.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/E487AE96-52B6-411C-B80B-52EBEB0BF473.jpg?v=1769490949,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,38.5,,,,,,,,,0.0,shopify,deny,manual,571.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/C9DAFFF7-9E2F-49FD-A454-14F4CE350C8D.jpg?v=1769490949,5,"",,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,39,,,,,,,,,0.0,shopify,deny,manual,484.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/F39A0A36-9167-4B2A-9B24-B65137C5431A.jpg?v=1769490949,6,"",,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,40,,,,,,,,,0.0,shopify,deny,manual,538.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,40.5,,,,,,,,,0.0,shopify,deny,manual,603.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,41,,,,,,,,,0.0,shopify,deny,manual,560.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,42,,,,,,,,,0.0,shopify,deny,manual,507.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
